address_zero_based,plc_address,unsigned_16,signed_16,hex
1878,41879,0,0,0x0000
1879,41880,0,0,0x0000
1880,41881,0,0,0x0000
1881,41882,0,0,0x0000
1882,41883,0,0,0x0000
1883,41884,0,0,0x0000
1884,41885,0,0,0x0000
1885,41886,0,0,0x0000
1886,41887,0,0,0x0000
1887,41888,0,0,0x0000
1888,41889,0,0,0x0000
1889,41890,0,0,0x0000
1890,41891,0,0,0x0000
1891,41892,0,0,0x0000
1892,41893,0,0,0x0000
1893,41894,0,0,0x0000
1894,41895,0,0,0x0000
1895,41896,0,0,0x0000
1896,41897,0,0,0x0000
1897,41898,0,0,0x0000
1898,41899,0,0,0x0000
1899,41900,0,0,0x0000
1900,41901,0,0,0x0000
1901,41902,0,0,0x0000
1902,41903,0,0,0x0000
1903,41904,0,0,0x0000
1904,41905,0,0,0x0000
1905,41906,0,0,0x0000
1906,41907,0,0,0x0000
1907,41908,0,0,0x0000
1908,41909,0,0,0x0000
1909,41910,0,0,0x0000
1910,41911,0,0,0x0000
1911,41912,0,0,0x0000
1912,41913,0,0,0x0000
1913,41914,0,0,0x0000
1914,41915,0,0,0x0000
1915,41916,0,0,0x0000
1916,41917,0,0,0x0000
1917,41918,0,0,0x0000
1918,41919,0,0,0x0000
1919,41920,0,0,0x0000
1920,41921,0,0,0x0000
1921,41922,0,0,0x0000
1922,41923,0,0,0x0000
1923,41924,0,0,0x0000
1924,41925,0,0,0x0000
1925,41926,0,0,0x0000
1926,41927,0,0,0x0000
1927,41928,0,0,0x0000
1928,41929,0,0,0x0000
1929,41930,0,0,0x0000
1930,41931,0,0,0x0000
1931,41932,0,0,0x0000
1932,41933,0,0,0x0000
1933,41934,0,0,0x0000
1934,41935,0,0,0x0000
1935,41936,0,0,0x0000
1936,41937,0,0,0x0000
1937,41938,0,0,0x0000
1938,41939,0,0,0x0000
1939,41940,0,0,0x0000
1940,41941,0,0,0x0000
1941,41942,0,0,0x0000
1942,41943,0,0,0x0000
1943,41944,0,0,0x0000
1944,41945,0,0,0x0000
1945,41946,0,0,0x0000
1946,41947,0,0,0x0000
1947,41948,0,0,0x0000
1948,41949,0,0,0x0000
1949,41950,0,0,0x0000
1950,41951,0,0,0x0000
1951,41952,0,0,0x0000
1952,41953,0,0,0x0000
1953,41954,0,0,0x0000
1954,41955,0,0,0x0000
1955,41956,0,0,0x0000
1956,41957,0,0,0x0000
1957,41958,0,0,0x0000
1958,41959,0,0,0x0000
1959,41960,0,0,0x0000
1960,41961,0,0,0x0000
1961,41962,0,0,0x0000
1962,41963,0,0,0x0000
1963,41964,0,0,0x0000
1964,41965,0,0,0x0000
1965,41966,0,0,0x0000
1966,41967,0,0,0x0000
1967,41968,0,0,0x0000
1968,41969,0,0,0x0000
1969,41970,0,0,0x0000
1970,41971,0,0,0x0000
1971,41972,0,0,0x0000
1972,41973,0,0,0x0000
1973,41974,0,0,0x0000
1974,41975,0,0,0x0000
1975,41976,0,0,0x0000
1976,41977,0,0,0x0000
1977,41978,0,0,0x0000
1978,41979,0,0,0x0000
1979,41980,0,0,0x0000
1980,41981,0,0,0x0000
1981,41982,0,0,0x0000
1982,41983,0,0,0x0000
1983,41984,0,0,0x0000
1984,41985,0,0,0x0000
1985,41986,0,0,0x0000
1986,41987,0,0,0x0000
1987,41988,0,0,0x0000
1988,41989,0,0,0x0000
1989,41990,0,0,0x0000
1990,41991,0,0,0x0000
1991,41992,0,0,0x0000
1992,41993,0,0,0x0000
1993,41994,0,0,0x0000
1994,41995,0,0,0x0000
1995,41996,0,0,0x0000
1996,41997,0,0,0x0000
1997,41998,0,0,0x0000
1998,41999,0,0,0x0000
1999,42000,0,0,0x0000
2000,42001,336,336,0x0150
2001,42002,18512,18512,0x4850
2002,42003,21837,21837,0x554D
2003,42004,20525,20525,0x502D
2004,42005,20306,20306,0x4F52
2005,42006,20560,20560,0x5050
2006,42007,21837,21837,0x554D
2007,42008,20480,20480,0x5000
2008,42009,0,0,0x0000
2009,42010,0,0,0x0000
2010,42011,23298,23298,0x5B02
2011,42012,0,0,0x0000
2012,42013,256,256,0x0100
2013,42014,0,0,0x0000
2014,42015,0,0,0x0000
2015,42016,0,0,0x0000
2016,42017,0,0,0x0000
2017,42018,0,0,0x0000
2018,42019,0,0,0x0000
2019,42020,0,0,0x0000
2020,42021,2320,2320,0x0910
2021,42022,0,0,0x0000
2022,42023,0,0,0x0000
2023,42024,0,0,0x0000
2024,42025,0,0,0x0000
2025,42026,0,0,0x0000
2026,42027,0,0,0x0000
2027,42028,0,0,0x0000
2028,42029,0,0,0x0000
2029,42030,0,0,0x0000
2030,42031,0,0,0x0000
2031,42032,0,0,0x0000
2032,42033,0,0,0x0000
2033,42034,0,0,0x0000
2034,42035,0,0,0x0000
2035,42036,0,0,0x0000
2036,42037,0,0,0x0000
2037,42038,0,0,0x0000
2038,42039,0,0,0x0000
2039,42040,0,0,0x0000
2040,42041,0,0,0x0000
2041,42042,0,0,0x0000
2042,42043,0,0,0x0000
2043,42044,0,0,0x0000
2044,42045,0,0,0x0000
2045,42046,0,0,0x0000
2046,42047,0,0,0x0000
2047,42048,0,0,0x0000
2048,42049,0,0,0x0000
2049,42050,0,0,0x0000
2050,42051,0,0,0x0000
2051,42052,0,0,0x0000
2052,42053,0,0,0x0000
2053,42054,0,0,0x0000
2054,42055,0,0,0x0000
2055,42056,0,0,0x0000
2056,42057,0,0,0x0000
2057,42058,0,0,0x0000
2058,42059,0,0,0x0000
2059,42060,0,0,0x0000
2060,42061,0,0,0x0000
2061,42062,0,0,0x0000
2062,42063,0,0,0x0000
2063,42064,0,0,0x0000
2064,42065,0,0,0x0000
2065,42066,0,0,0x0000
2066,42067,0,0,0x0000
2067,42068,0,0,0x0000
2068,42069,0,0,0x0000
2069,42070,0,0,0x0000
2070,42071,0,0,0x0000
2071,42072,0,0,0x0000
2072,42073,0,0,0x0000
2073,42074,0,0,0x0000
2074,42075,0,0,0x0000
2075,42076,0,0,0x0000
2076,42077,0,0,0x0000
2077,42078,0,0,0x0000
2078,42079,0,0,0x0000
2079,42080,0,0,0x0000
2080,42081,0,0,0x0000
2081,42082,0,0,0x0000
2082,42083,0,0,0x0000
2083,42084,0,0,0x0000
2084,42085,0,0,0x0000
2085,42086,0,0,0x0000
2086,42087,0,0,0x0000
2087,42088,0,0,0x0000
2088,42089,0,0,0x0000
2089,42090,0,0,0x0000
2090,42091,0,0,0x0000
2091,42092,0,0,0x0000
2092,42093,0,0,0x0000
2093,42094,0,0,0x0000
2094,42095,0,0,0x0000
2095,42096,0,0,0x0000
2096,42097,0,0,0x0000
2097,42098,0,0,0x0000
2098,42099,0,0,0x0000
2099,42100,0,0,0x0000
2100,42101,256,256,0x0100
2101,42102,0,0,0x0000
2102,42103,37633,-27903,0x9301
2103,42104,0,0,0x0000
2104,42105,2304,2304,0x0900
2105,42106,0,0,0x0000
2106,42107,9373,9373,0x249D
2107,42108,544,544,0x0220
2108,42109,33942,-31594,0x8496
2109,42110,544,544,0x0220
2110,42111,0,0,0x0000
2111,42112,0,0,0x0000
2112,42113,0,0,0x0000
2113,42114,0,0,0x0000
2114,42115,0,0,0x0000
2115,42116,0,0,0x0000
2116,42117,6147,6147,0x1803
2117,42118,0,0,0x0000
2118,42119,0,0,0x0000
2119,42120,0,0,0x0000
2120,42121,0,0,0x0000
2121,42122,24641,24641,0x6041
2122,42123,30861,30861,0x788D
2123,42124,58688,-6848,0xE540
2124,42125,0,0,0x0000
2125,42126,0,0,0x0000
2126,42127,0,0,0x0000
2127,42128,0,0,0x0000
2128,42129,14338,14338,0x3802
2129,42130,512,512,0x0200
2130,42131,2775,2775,0x0AD7
2131,42132,9021,9021,0x233D
2132,42133,39577,-25959,0x9A99
2133,42134,55616,-9920,0xD940
2134,42135,0,0,0x0000
2135,42136,2113,2113,0x0841
2136,42137,0,0,0x0000
2137,42138,0,0,0x0000
2138,42139,30875,30875,0x789B
2139,42140,544,544,0x0220
2140,42141,0,0,0x0000
2141,42142,0,0,0x0000
2142,42143,0,0,0x0000
2143,42144,0,0,0x0000
2144,42145,0,0,0x0000
2145,42146,0,0,0x0000
2146,42147,0,0,0x0000
2147,42148,0,0,0x0000
2148,42149,0,0,0x0000
2149,42150,0,0,0x0000
2150,42151,0,0,0x0000
2151,42152,0,0,0x0000
2152,42153,0,0,0x0000
2153,42154,0,0,0x0000
2154,42155,65535,-1,0xFFFF
2155,42156,65407,-129,0xFF7F
2156,42157,1536,1536,0x0600
2157,42158,0,0,0x0000
2158,42159,26214,26214,0x6666
2159,42160,58944,-6592,0xE640
2160,42161,52684,-12852,0xCDCC
2161,42162,52285,-13251,0xCC3D
2162,42163,52684,-12852,0xCDCC
2163,42164,19518,19518,0x4C3E
2164,42165,0,0,0x0000
2165,42166,0,0,0x0000
2166,42167,0,0,0x0000
2167,42168,0,0,0x0000
2168,42169,0,0,0x0000
2169,42170,0,0,0x0000
2170,42171,0,0,0x0000
2171,42172,0,0,0x0000
2172,42173,49300,-16236,0xC094
2173,42174,1854,1854,0x073E
2174,42175,21593,21593,0x5459
2175,42176,55356,-10180,0xD83C
2176,42177,0,0,0x0000
2177,42178,0,0,0x0000
2178,42179,0,0,0x0000
2179,42180,0,0,0x0000
2180,42181,1280,1280,0x0500
2181,42182,9480,9480,0x2508
2182,42183,32849,-32687,0x8051
2183,42184,256,256,0x0100
2184,42185,52684,-12852,0xCDCC
2185,42186,52285,-13251,0xCC3D
2186,42187,0,0,0x0000
2187,42188,0,0,0x0000
2188,42189,0,0,0x0000
2189,42190,0,0,0x0000
2190,42191,35995,-29541,0x8C9B
2191,42192,544,544,0x0220
2192,42193,0,0,0x0000
2193,42194,0,0,0x0000
2194,42195,0,0,0x0000
2195,42196,0,0,0x0000
2196,42197,0,0,0x0000
2197,42198,0,0,0x0000
2198,42199,0,0,0x0000
2199,42200,0,0,0x0000
2200,42201,0,0,0x0000
2201,42202,0,0,0x0000
2202,42203,0,0,0x0000
2203,42204,0,0,0x0000
2204,42205,0,0,0x0000
2205,42206,0,0,0x0000
2206,42207,1172,1172,0x0494
2207,42208,544,544,0x0220
2208,42209,768,768,0x0300
2209,42210,0,0,0x0000
2210,42211,25755,25755,0x649B
2211,42212,544,544,0x0220
2212,42213,65535,-1,0xFFFF
2213,42214,65407,-129,0xFF7F
2214,42215,65535,-1,0xFFFF
2215,42216,65407,-129,0xFF7F
2216,42217,0,0,0x0000
2217,42218,0,0,0x0000
2218,42219,14483,14483,0x3893
2219,42220,544,544,0x0220
2220,42221,0,0,0x0000
2221,42222,0,0,0x0000
2222,42223,0,0,0x0000
2223,42224,0,0,0x0000
2224,42225,0,0,0x0000
2225,42226,0,0,0x0000
2226,42227,0,0,0x0000
2227,42228,0,0,0x0000
2228,42229,0,0,0x0000
2229,42230,0,0,0x0000
2230,42231,0,0,0x0000
2231,42232,0,0,0x0000
2232,42233,0,0,0x0000
2233,42234,0,0,0x0000
2234,42235,0,0,0x0000
2235,42236,0,0,0x0000
2236,42237,0,0,0x0000
2237,42238,0,0,0x0000
2238,42239,0,0,0x0000
2239,42240,0,0,0x0000
2240,42241,0,0,0x0000
2241,42242,0,0,0x0000
2242,42243,0,0,0x0000
2243,42244,0,0,0x0000
2244,42245,0,0,0x0000
2245,42246,0,0,0x0000
2246,42247,0,0,0x0000
2247,42248,0,0,0x0000
2248,42249,0,0,0x0000
2249,42250,0,0,0x0000
2250,42251,0,0,0x0000
2251,42252,0,0,0x0000
2252,42253,0,0,0x0000
2253,42254,0,0,0x0000
2254,42255,0,0,0x0000
2255,42256,0,0,0x0000
2256,42257,0,0,0x0000
2257,42258,0,0,0x0000
2258,42259,0,0,0x0000
2259,42260,0,0,0x0000
2260,42261,0,0,0x0000
2261,42262,0,0,0x0000
2262,42263,0,0,0x0000
2263,42264,0,0,0x0000
2264,42265,0,0,0x0000
2265,42266,0,0,0x0000
2266,42267,0,0,0x0000
2267,42268,0,0,0x0000
2268,42269,0,0,0x0000
2269,42270,0,0,0x0000
2270,42271,0,0,0x0000
2271,42272,0,0,0x0000
2272,42273,0,0,0x0000
2273,42274,0,0,0x0000
2274,42275,0,0,0x0000
2275,42276,0,0,0x0000
2276,42277,0,0,0x0000
2277,42278,0,0,0x0000
2278,42279,0,0,0x0000
2279,42280,0,0,0x0000
2280,42281,0,0,0x0000
2281,42282,0,0,0x0000
2282,42283,0,0,0x0000
2283,42284,0,0,0x0000
2284,42285,0,0,0x0000
2285,42286,0,0,0x0000
2286,42287,0,0,0x0000
2287,42288,0,0,0x0000
2288,42289,0,0,0x0000
2289,42290,0,0,0x0000
2290,42291,0,0,0x0000
2291,42292,0,0,0x0000
2292,42293,0,0,0x0000
2293,42294,0,0,0x0000
2294,42295,0,0,0x0000
2295,42296,0,0,0x0000
2296,42297,0,0,0x0000
2297,42298,0,0,0x0000
2298,42299,0,0,0x0000
2299,42300,0,0,0x0000
2300,42301,512,512,0x0200
2301,42302,0,0,0x0000
2302,42303,63233,-2303,0xF701
2303,42304,0,0,0x0000
2304,42305,2320,2320,0x0910
2305,42306,0,0,0x0000
2306,42307,9373,9373,0x249D
2307,42308,544,544,0x0220
2308,42309,51350,-14186,0xC896
2309,42310,544,544,0x0220
2310,42311,0,0,0x0000
2311,42312,0,0,0x0000
2312,42313,0,0,0x0000
2313,42314,0,0,0x0000
2314,42315,0,0,0x0000
2315,42316,0,0,0x0000
2316,42317,6419,6419,0x1913
2317,42318,0,0,0x0000
2318,42319,0,0,0x0000
2319,42320,0,0,0x0000
2320,42321,0,0,0x0000
2321,42322,31300,31300,0x7A44
2322,42323,58249,-7287,0xE389
2323,42324,23620,23620,0x5C44
2324,42325,0,0,0x0000
2325,42326,0,0,0x0000
2326,42327,0,0,0x0000
2327,42328,0,0,0x0000
2328,42329,14338,14338,0x3802
2329,42330,512,512,0x0200
2330,42331,0,0,0x0000
2331,42332,41025,-24511,0xA041
2332,42333,0,0,0x0000
2333,42334,64067,-1469,0xFA43
2334,42335,128,128,0x0080
2335,42336,21572,21572,0x5444
2336,42337,0,0,0x0000
2337,42338,0,0,0x0000
2338,42339,30875,30875,0x789B
2339,42340,544,544,0x0220
2340,42341,0,0,0x0000
2341,42342,0,0,0x0000
2342,42343,0,0,0x0000
2343,42344,0,0,0x0000
2344,42345,0,0,0x0000
2345,42346,0,0,0x0000
2346,42347,0,0,0x0000
2347,42348,0,0,0x0000
2348,42349,0,0,0x0000
2349,42350,0,0,0x0000
2350,42351,0,0,0x0000
2351,42352,0,0,0x0000
2352,42353,0,0,0x0000
2353,42354,0,0,0x0000
2354,42355,65535,-1,0xFFFF
2355,42356,65407,-129,0xFF7F
2356,42357,1536,1536,0x0600
2357,42358,0,0,0x0000
2358,42359,0,0,0x0000
2359,42360,12100,12100,0x2F44
2360,42361,0,0,0x0000
2361,42362,41024,-24512,0xA040
2362,42363,0,0,0x0000
2363,42364,18498,18498,0x4842
2364,42365,0,0,0x0000
2365,42366,0,0,0x0000
2366,42367,0,0,0x0000
2367,42368,0,0,0x0000
2368,42369,0,0,0x0000
2369,42370,0,0,0x0000
2370,42371,0,0,0x0000
2371,42372,0,0,0x0000
2372,42373,24872,24872,0x6128
2373,42374,27072,27072,0x69C0
2374,42375,33843,-31693,0x8433
2375,42376,14019,14019,0x36C3
2376,42377,0,0,0x0000
2377,42378,0,0,0x0000
2378,42379,0,0,0x0000
2379,42380,0,0,0x0000
2380,42381,1024,1024,0x0400
2381,42382,30693,30693,0x77E5
2382,42383,32849,-32687,0x8051
2383,42384,256,256,0x0100
2384,42385,52684,-12852,0xCDCC
2385,42386,52285,-13251,0xCC3D
2386,42387,0,0,0x0000
2387,42388,0,0,0x0000
2388,42389,0,0,0x0000
2389,42390,0,0,0x0000
2390,42391,41115,-24421,0xA09B
2391,42392,544,544,0x0220
2392,42393,0,0,0x0000
2393,42394,0,0,0x0000
2394,42395,0,0,0x0000
2395,42396,0,0,0x0000
2396,42397,0,0,0x0000
2397,42398,0,0,0x0000
2398,42399,0,0,0x0000
2399,42400,0,0,0x0000
2400,42401,0,0,0x0000
2401,42402,0,0,0x0000
2402,42403,0,0,0x0000
2403,42404,0,0,0x0000
2404,42405,0,0,0x0000
2405,42406,0,0,0x0000
2406,42407,58516,-7020,0xE494
2407,42408,544,544,0x0220
2408,42409,768,768,0x0300
2409,42410,0,0,0x0000
2410,42411,25755,25755,0x649B
2411,42412,544,544,0x0220
2412,42413,65535,-1,0xFFFF
2413,42414,65407,-129,0xFF7F
2414,42415,65535,-1,0xFFFF
2415,42416,65407,-129,0xFF7F
2416,42417,0,0,0x0000
2417,42418,0,0,0x0000
2418,42419,0,0,0x0000
2419,42420,0,0,0x0000
2420,42421,0,0,0x0000
2421,42422,0,0,0x0000
2422,42423,0,0,0x0000
2423,42424,0,0,0x0000
2424,42425,0,0,0x0000
2425,42426,0,0,0x0000
2426,42427,0,0,0x0000
2427,42428,0,0,0x0000
2428,42429,0,0,0x0000
2429,42430,0,0,0x0000
2430,42431,0,0,0x0000
2431,42432,0,0,0x0000
2432,42433,0,0,0x0000
2433,42434,0,0,0x0000
2434,42435,0,0,0x0000
2435,42436,0,0,0x0000
2436,42437,0,0,0x0000
2437,42438,0,0,0x0000
2438,42439,0,0,0x0000
2439,42440,0,0,0x0000
2440,42441,0,0,0x0000
2441,42442,0,0,0x0000
2442,42443,0,0,0x0000
2443,42444,0,0,0x0000
2444,42445,0,0,0x0000
2445,42446,0,0,0x0000
2446,42447,0,0,0x0000
2447,42448,0,0,0x0000
2448,42449,0,0,0x0000
2449,42450,0,0,0x0000
2450,42451,0,0,0x0000
2451,42452,0,0,0x0000
2452,42453,0,0,0x0000
2453,42454,0,0,0x0000
2454,42455,0,0,0x0000
2455,42456,0,0,0x0000
2456,42457,0,0,0x0000
2457,42458,0,0,0x0000
2458,42459,0,0,0x0000
2459,42460,0,0,0x0000
2460,42461,0,0,0x0000
2461,42462,0,0,0x0000
2462,42463,0,0,0x0000
2463,42464,0,0,0x0000
2464,42465,0,0,0x0000
2465,42466,0,0,0x0000
2466,42467,0,0,0x0000
2467,42468,0,0,0x0000
2468,42469,0,0,0x0000
2469,42470,0,0,0x0000
2470,42471,0,0,0x0000
2471,42472,0,0,0x0000
2472,42473,0,0,0x0000
2473,42474,0,0,0x0000
2474,42475,0,0,0x0000
2475,42476,0,0,0x0000
2476,42477,0,0,0x0000
2477,42478,0,0,0x0000
2478,42479,0,0,0x0000
2479,42480,0,0,0x0000
2480,42481,0,0,0x0000
2481,42482,0,0,0x0000
2482,42483,0,0,0x0000
2483,42484,0,0,0x0000
2484,42485,0,0,0x0000
2485,42486,0,0,0x0000
2486,42487,0,0,0x0000
2487,42488,0,0,0x0000
2488,42489,0,0,0x0000
2489,42490,0,0,0x0000
2490,42491,0,0,0x0000
2491,42492,0,0,0x0000
2492,42493,0,0,0x0000
2493,42494,0,0,0x0000
2494,42495,0,0,0x0000
2495,42496,0,0,0x0000
2496,42497,0,0,0x0000
2497,42498,0,0,0x0000
2498,42499,0,0,0x0000
2499,42500,0,0,0x0000
2500,42501,256,256,0x0100
2501,42502,0,0,0x0000
2502,42503,13824,13824,0x3600
2503,42504,0,0,0x0000
2504,42505,0,0,0x0000
2505,42506,6147,6147,0x1803
2506,42507,4096,4096,0x1000
2507,42508,61440,-4096,0xF000
2508,42509,0,0,0x0000
2509,42510,0,0,0x0000
2510,42511,0,0,0x0000
2511,42512,0,0,0x0000
2512,42513,0,0,0x0000
2513,42514,24641,24641,0x6041
2514,42515,49299,-16237,0xC093
2515,42516,31170,31170,0x79C2
2516,42517,0,0,0x0000
2517,42518,0,0,0x0000
2518,42519,39577,-25959,0x9A99
2519,42520,26050,26050,0x65C2
2520,42521,0,0,0x0000
2521,42522,0,0,0x0000
2522,42523,28151,28151,0x6DF7
2523,42524,16183,16183,0x3F37
2524,42525,50,50,0x0032
2525,42526,11713,11713,0x2DC1
2526,42527,50,50,0x0032
2527,42528,11713,11713,0x2DC1
2528,42529,57608,-7928,0xE108
2529,42530,58944,-6592,0xE640
2530,42531,14477,14477,0x388D
2531,42532,58688,-6848,0xE540
2532,42533,51350,-14186,0xC896
2533,42534,544,544,0x0220
2534,42535,0,0,0x0000
2535,42536,0,0,0x0000
2536,42537,0,0,0x0000
2537,42538,0,0,0x0000
2538,42539,0,0,0x0000
2539,42540,0,0,0x0000
2540,42541,0,0,0x0000
2541,42542,0,0,0x0000
2542,42543,0,0,0x0000
2543,42544,0,0,0x0000
2544,42545,0,0,0x0000
2545,42546,0,0,0x0000
2546,42547,0,0,0x0000
2547,42548,0,0,0x0000
2548,42549,0,0,0x0000
2549,42550,0,0,0x0000
2550,42551,514,514,0x0202
2551,42552,0,0,0x0000
2552,42553,22016,22016,0x5600
2553,42554,0,0,0x0000
2554,42555,0,0,0x0000
2555,42556,6419,6419,0x1913
2556,42557,4096,4096,0x1000
2557,42558,61440,-4096,0xF000
2558,42559,0,0,0x0000
2559,42560,0,0,0x0000
2560,42561,0,0,0x0000
2561,42562,0,0,0x0000
2562,42563,0,0,0x0000
2563,42564,31300,31300,0x7A44
2564,42565,0,0,0x0000
2565,42566,32831,-32705,0x803F
2566,42567,116,116,0x0074
2567,42568,1599,1599,0x063F
2568,42569,0,0,0x0000
2569,42570,32831,-32705,0x803F
2570,42571,0,0,0x0000
2571,42572,0,0,0x0000
2572,42573,23320,23320,0x5B18
2573,42574,38199,-27337,0x9537
2574,42575,18861,18861,0x49AD
2575,42576,23620,23620,0x5C44
2576,42577,18861,18861,0x49AD
2577,42578,23620,23620,0x5C44
2578,42579,18861,18861,0x49AD
2579,42580,23620,23620,0x5C44
2580,42581,44171,-21365,0xAC8B
2581,42582,23620,23620,0x5C44
2582,42583,3223,3223,0x0C97
2583,42584,544,544,0x0220
2584,42585,0,0,0x0000
2585,42586,0,0,0x0000
2586,42587,0,0,0x0000
2587,42588,0,0,0x0000
2588,42589,0,0,0x0000
2589,42590,0,0,0x0000
2590,42591,0,0,0x0000
2591,42592,0,0,0x0000
2592,42593,0,0,0x0000
2593,42594,0,0,0x0000
2594,42595,0,0,0x0000
2595,42596,0,0,0x0000
2596,42597,0,0,0x0000
2597,42598,0,0,0x0000
2598,42599,0,0,0x0000
2599,42600,0,0,0x0000
2600,42601,772,772,0x0304
2601,42602,0,0,0x0000
2602,42603,30208,30208,0x7600
2603,42604,0,0,0x0000
2604,42605,2816,2816,0x0B00
2605,42606,5647,5647,0x160F
2606,42607,512,512,0x0200
2607,42608,0,0,0x0000
2608,42609,0,0,0x0000
2609,42610,1536,1536,0x0600
2610,42611,0,0,0x0000
2611,42612,41152,-24384,0xA0C0
2612,42613,0,0,0x0000
2613,42614,13378,13378,0x3442
2614,42615,2775,2775,0x0AD7
2615,42616,41790,-23746,0xA33E
2616,42617,13107,13107,0x3333
2617,42618,45888,-19648,0xB340
2618,42619,2775,2775,0x0AD7
2619,42620,41790,-23746,0xA33E
2620,42621,13107,13107,0x3333
2621,42622,45888,-19648,0xB340
2622,42623,0,0,0x0000
2623,42624,0,0,0x0000
2624,42625,40996,-24540,0xA024
2625,42626,19516,19516,0x4C3C
2626,42627,65535,-1,0xFFFF
2627,42628,65407,-129,0xFF7F
2628,42629,65535,-1,0xFFFF
2629,42630,65407,-129,0xFF7F
2630,42631,65535,-1,0xFFFF
2631,42632,65407,-129,0xFF7F
2632,42633,0,0,0x0000
2633,42634,0,0,0x0000
2634,42635,0,0,0x0000
2635,42636,0,0,0x0000
2636,42637,0,0,0x0000
2637,42638,0,0,0x0000
2638,42639,0,0,0x0000
2639,42640,0,0,0x0000
2640,42641,0,0,0x0000
2641,42642,0,0,0x0000
2642,42643,0,0,0x0000
2643,42644,0,0,0x0000
2644,42645,0,0,0x0000
2645,42646,0,0,0x0000
2646,42647,0,0,0x0000
2647,42648,0,0,0x0000
2648,42649,0,0,0x0000
2649,42650,0,0,0x0000
2650,42651,0,0,0x0000
2651,42652,0,0,0x0000
2652,42653,0,0,0x0000
2653,42654,0,0,0x0000
2654,42655,0,0,0x0000
2655,42656,0,0,0x0000
2656,42657,0,0,0x0000
2657,42658,0,0,0x0000
2658,42659,0,0,0x0000
2659,42660,0,0,0x0000
2660,42661,0,0,0x0000
2661,42662,0,0,0x0000
2662,42663,0,0,0x0000
2663,42664,0,0,0x0000
2664,42665,0,0,0x0000
2665,42666,0,0,0x0000
2666,42667,0,0,0x0000
2667,42668,0,0,0x0000
2668,42669,0,0,0x0000
2669,42670,0,0,0x0000
2670,42671,0,0,0x0000
2671,42672,0,0,0x0000
2672,42673,0,0,0x0000
2673,42674,0,0,0x0000
2674,42675,0,0,0x0000
2675,42676,0,0,0x0000
2676,42677,0,0,0x0000
2677,42678,0,0,0x0000
2678,42679,0,0,0x0000
2679,42680,0,0,0x0000
2680,42681,0,0,0x0000
2681,42682,0,0,0x0000
2682,42683,0,0,0x0000
2683,42684,0,0,0x0000
2684,42685,0,0,0x0000
2685,42686,0,0,0x0000
2686,42687,0,0,0x0000
2687,42688,0,0,0x0000
2688,42689,0,0,0x0000
2689,42690,0,0,0x0000
2690,42691,0,0,0x0000
2691,42692,0,0,0x0000
2692,42693,0,0,0x0000
2693,42694,0,0,0x0000
2694,42695,0,0,0x0000
2695,42696,0,0,0x0000
2696,42697,0,0,0x0000
2697,42698,0,0,0x0000
2698,42699,0,0,0x0000
2699,42700,0,0,0x0000
2700,42701,0,0,0x0000
2701,42702,0,0,0x0000
2702,42703,0,0,0x0000
2703,42704,0,0,0x0000
2704,42705,0,0,0x0000
2705,42706,0,0,0x0000
2706,42707,0,0,0x0000
2707,42708,0,0,0x0000
2708,42709,0,0,0x0000
2709,42710,0,0,0x0000
2710,42711,0,0,0x0000
2711,42712,0,0,0x0000
2712,42713,0,0,0x0000
2713,42714,0,0,0x0000
2714,42715,0,0,0x0000
2715,42716,0,0,0x0000
2716,42717,0,0,0x0000
2717,42718,0,0,0x0000
2718,42719,0,0,0x0000
2719,42720,0,0,0x0000
2720,42721,0,0,0x0000
2721,42722,0,0,0x0000
2722,42723,0,0,0x0000
2723,42724,0,0,0x0000
2724,42725,0,0,0x0000
2725,42726,0,0,0x0000
2726,42727,0,0,0x0000
2727,42728,0,0,0x0000
2728,42729,0,0,0x0000
2729,42730,0,0,0x0000
2730,42731,0,0,0x0000
2731,42732,0,0,0x0000
2732,42733,0,0,0x0000
2733,42734,0,0,0x0000
2734,42735,0,0,0x0000
2735,42736,0,0,0x0000
2736,42737,0,0,0x0000
2737,42738,0,0,0x0000
2738,42739,0,0,0x0000
2739,42740,0,0,0x0000
2740,42741,0,0,0x0000
2741,42742,0,0,0x0000
2742,42743,0,0,0x0000
2743,42744,0,0,0x0000
2744,42745,0,0,0x0000
2745,42746,0,0,0x0000
2746,42747,0,0,0x0000
2747,42748,0,0,0x0000
2748,42749,0,0,0x0000
2749,42750,0,0,0x0000
2750,42751,0,0,0x0000
2751,42752,0,0,0x0000
2752,42753,0,0,0x0000
2753,42754,0,0,0x0000
2754,42755,0,0,0x0000
2755,42756,0,0,0x0000
2756,42757,0,0,0x0000
2757,42758,0,0,0x0000
2758,42759,0,0,0x0000
2759,42760,0,0,0x0000
2760,42761,0,0,0x0000
2761,42762,0,0,0x0000
2762,42763,0,0,0x0000
2763,42764,0,0,0x0000
2764,42765,0,0,0x0000
2765,42766,0,0,0x0000
2766,42767,0,0,0x0000
2767,42768,0,0,0x0000
2768,42769,0,0,0x0000
2769,42770,0,0,0x0000
2770,42771,0,0,0x0000
2771,42772,0,0,0x0000
2772,42773,0,0,0x0000
2773,42774,0,0,0x0000
2774,42775,0,0,0x0000
2775,42776,0,0,0x0000
2776,42777,0,0,0x0000
2777,42778,0,0,0x0000
2778,42779,0,0,0x0000
2779,42780,0,0,0x0000
