address_zero_based,plc_address,unsigned_16,signed_16,hex
949,40950,0,0,0x0000
950,40951,0,0,0x0000
951,40952,0,0,0x0000
952,40953,0,0,0x0000
953,40954,0,0,0x0000
954,40955,0,0,0x0000
955,40956,0,0,0x0000
956,40957,0,0,0x0000
957,40958,0,0,0x0000
958,40959,0,0,0x0000
959,40960,0,0,0x0000
960,40961,0,0,0x0000
961,40962,0,0,0x0000
962,40963,0,0,0x0000
963,40964,0,0,0x0000
964,40965,0,0,0x0000
965,40966,0,0,0x0000
966,40967,0,0,0x0000
967,40968,0,0,0x0000
968,40969,0,0,0x0000
969,40970,0,0,0x0000
970,40971,0,0,0x0000
971,40972,0,0,0x0000
972,40973,0,0,0x0000
973,40974,0,0,0x0000
974,40975,0,0,0x0000
975,40976,0,0,0x0000
976,40977,0,0,0x0000
977,40978,0,0,0x0000
978,40979,0,0,0x0000
979,40980,0,0,0x0000
980,40981,0,0,0x0000
981,40982,0,0,0x0000
982,40983,0,0,0x0000
983,40984,0,0,0x0000
984,40985,0,0,0x0000
985,40986,0,0,0x0000
986,40987,0,0,0x0000
987,40988,0,0,0x0000
988,40989,0,0,0x0000
989,40990,0,0,0x0000
990,40991,0,0,0x0000
991,40992,0,0,0x0000
992,40993,0,0,0x0000
993,40994,0,0,0x0000
994,40995,0,0,0x0000
995,40996,0,0,0x0000
996,40997,0,0,0x0000
997,40998,0,0,0x0000
998,40999,0,0,0x0000
999,41000,0,0,0x0000
1000,41001,13696,13696,0x3580
1001,41002,49453,-16083,0xC12D
1002,41003,44361,-21175,0xAD49
1003,41004,17500,17500,0x445C
1004,41005,61504,-4032,0xF040
1005,41006,15375,15375,0x3C0F
1006,41007,0,0,0x0000
1007,41008,0,0,0x0000
1008,41009,1,1,0x0001
1009,41010,1,1,0x0001
1010,41011,0,0,0x0000
1011,41012,0,0,0x0000
1012,41013,0,0,0x0000
1013,41014,2574,2574,0x0A0E
1014,41015,27218,27218,0x6A52
1015,41016,0,0,0x0000
1016,41017,0,0,0x0000
1017,41018,0,0,0x0000
1018,41019,0,0,0x0000
1019,41020,0,0,0x0000
1020,41021,0,0,0x0000
1021,41022,0,0,0x0000
1022,41023,0,0,0x0000
1023,41024,0,0,0x0000
1024,41025,0,0,0x0000
1025,41026,0,0,0x0000
1026,41027,0,0,0x0000
1027,41028,0,0,0x0000
1028,41029,0,0,0x0000
1029,41030,0,0,0x0000
1030,41031,0,0,0x0000
1031,41032,0,0,0x0000
1032,41033,0,0,0x0000
1033,41034,0,0,0x0000
1034,41035,0,0,0x0000
1035,41036,0,0,0x0000
1036,41037,0,0,0x0000
1037,41038,0,0,0x0000
1038,41039,0,0,0x0000
1039,41040,0,0,0x0000
1040,41041,0,0,0x0000
1041,41042,0,0,0x0000
1042,41043,0,0,0x0000
1043,41044,0,0,0x0000
1044,41045,0,0,0x0000
1045,41046,0,0,0x0000
1046,41047,0,0,0x0000
1047,41048,0,0,0x0000
1048,41049,0,0,0x0000
1049,41050,0,0,0x0000
1050,41051,0,0,0x0000
1051,41052,0,0,0x0000
1052,41053,0,0,0x0000
1053,41054,0,0,0x0000
1054,41055,0,0,0x0000
1055,41056,0,0,0x0000
1056,41057,0,0,0x0000
1057,41058,0,0,0x0000
1058,41059,0,0,0x0000
1059,41060,0,0,0x0000
1060,41061,0,0,0x0000
1061,41062,0,0,0x0000
1062,41063,0,0,0x0000
1063,41064,0,0,0x0000
1064,41065,0,0,0x0000
1065,41066,0,0,0x0000
1066,41067,0,0,0x0000
1067,41068,0,0,0x0000
1068,41069,0,0,0x0000
1069,41070,0,0,0x0000
1070,41071,0,0,0x0000
1071,41072,0,0,0x0000
1072,41073,0,0,0x0000
1073,41074,0,0,0x0000
1074,41075,0,0,0x0000
1075,41076,0,0,0x0000
1076,41077,0,0,0x0000
1077,41078,0,0,0x0000
1078,41079,0,0,0x0000
1079,41080,0,0,0x0000
1080,41081,0,0,0x0000
1081,41082,0,0,0x0000
1082,41083,0,0,0x0000
1083,41084,0,0,0x0000
1084,41085,0,0,0x0000
1085,41086,0,0,0x0000
1086,41087,0,0,0x0000
1087,41088,0,0,0x0000
1088,41089,0,0,0x0000
1089,41090,0,0,0x0000
1090,41091,0,0,0x0000
1091,41092,0,0,0x0000
1092,41093,0,0,0x0000
1093,41094,0,0,0x0000
1094,41095,0,0,0x0000
1095,41096,0,0,0x0000
1096,41097,0,0,0x0000
1097,41098,0,0,0x0000
1098,41099,0,0,0x0000
1099,41100,0,0,0x0000
1100,41101,1,1,0x0001
1101,41102,0,0,0x0000
1102,41103,0,0,0x0000
1103,41104,0,0,0x0000
1104,41105,0,0,0x0000
1105,41106,0,0,0x0000
1106,41107,0,0,0x0000
1107,41108,0,0,0x0000
1108,41109,0,0,0x0000
1109,41110,0,0,0x0000
1110,41111,0,0,0x0000
1111,41112,0,0,0x0000
1112,41113,0,0,0x0000
1113,41114,0,0,0x0000
1114,41115,0,0,0x0000
1115,41116,0,0,0x0000
1116,41117,0,0,0x0000
1117,41118,0,0,0x0000
1118,41119,0,0,0x0000
1119,41120,0,0,0x0000
1120,41121,0,0,0x0000
1121,41122,0,0,0x0000
1122,41123,0,0,0x0000
1123,41124,0,0,0x0000
1124,41125,0,0,0x0000
1125,41126,0,0,0x0000
1126,41127,0,0,0x0000
1127,41128,0,0,0x0000
1128,41129,0,0,0x0000
1129,41130,0,0,0x0000
1130,41131,0,0,0x0000
1131,41132,0,0,0x0000
1132,41133,0,0,0x0000
1133,41134,0,0,0x0000
1134,41135,0,0,0x0000
1135,41136,0,0,0x0000
1136,41137,0,0,0x0000
1137,41138,0,0,0x0000
1138,41139,0,0,0x0000
1139,41140,0,0,0x0000
1140,41141,0,0,0x0000
1141,41142,0,0,0x0000
1142,41143,0,0,0x0000
1143,41144,0,0,0x0000
1144,41145,0,0,0x0000
1145,41146,0,0,0x0000
1146,41147,0,0,0x0000
1147,41148,0,0,0x0000
1148,41149,0,0,0x0000
1149,41150,0,0,0x0000
1150,41151,0,0,0x0000
1151,41152,0,0,0x0000
1152,41153,0,0,0x0000
1153,41154,0,0,0x0000
1154,41155,0,0,0x0000
1155,41156,0,0,0x0000
1156,41157,0,0,0x0000
1157,41158,0,0,0x0000
1158,41159,0,0,0x0000
1159,41160,0,0,0x0000
1160,41161,0,0,0x0000
1161,41162,0,0,0x0000
1162,41163,0,0,0x0000
1163,41164,0,0,0x0000
1164,41165,0,0,0x0000
1165,41166,0,0,0x0000
1166,41167,0,0,0x0000
1167,41168,0,0,0x0000
1168,41169,0,0,0x0000
1169,41170,0,0,0x0000
1170,41171,0,0,0x0000
1171,41172,0,0,0x0000
1172,41173,0,0,0x0000
1173,41174,0,0,0x0000
1174,41175,0,0,0x0000
1175,41176,0,0,0x0000
1176,41177,0,0,0x0000
1177,41178,0,0,0x0000
1178,41179,0,0,0x0000
1179,41180,0,0,0x0000
1180,41181,0,0,0x0000
1181,41182,0,0,0x0000
1182,41183,0,0,0x0000
1183,41184,0,0,0x0000
1184,41185,0,0,0x0000
1185,41186,0,0,0x0000
1186,41187,0,0,0x0000
1187,41188,0,0,0x0000
1188,41189,0,0,0x0000
1189,41190,0,0,0x0000
1190,41191,0,0,0x0000
1191,41192,0,0,0x0000
1192,41193,0,0,0x0000
1193,41194,0,0,0x0000
1194,41195,0,0,0x0000
1195,41196,0,0,0x0000
1196,41197,0,0,0x0000
1197,41198,0,0,0x0000
1198,41199,0,0,0x0000
1199,41200,0,0,0x0000
1200,41201,9,9,0x0009
1201,41202,0,0,0x0000
1202,41203,36181,-29355,0x8D55
1203,41204,16613,16613,0x40E5
1204,41205,26214,26214,0x6666
1205,41206,16614,16614,0x40E6
1206,41207,0,0,0x0000
1207,41208,0,0,0x0000
1208,41209,0,0,0x0000
1209,41210,16648,16648,0x4108
1210,41211,39322,-26214,0x999A
1211,41212,16601,16601,0x40D9
1212,41213,0,0,0x0000
1213,41214,0,0,0x0000
1214,41215,0,0,0x0000
1215,41216,0,0,0x0000
1216,41217,0,0,0x0000
1217,41218,0,0,0x0000
1218,41219,0,0,0x0000
1219,41220,0,0,0x0000
1220,41221,0,0,0x0000
1221,41222,0,0,0x0000
1222,41223,0,0,0x0000
1223,41224,0,0,0x0000
1224,41225,0,0,0x0000
1225,41226,0,0,0x0000
1226,41227,0,0,0x0000
1227,41228,0,0,0x0000
1228,41229,0,0,0x0000
1229,41230,0,0,0x0000
1230,41231,0,0,0x0000
1231,41232,0,0,0x0000
1232,41233,0,0,0x0000
1233,41234,0,0,0x0000
1234,41235,0,0,0x0000
1235,41236,0,0,0x0000
1236,41237,0,0,0x0000
1237,41238,0,0,0x0000
1238,41239,0,0,0x0000
1239,41240,0,0,0x0000
1240,41241,0,0,0x0000
1241,41242,0,0,0x0000
1242,41243,0,0,0x0000
1243,41244,0,0,0x0000
1244,41245,0,0,0x0000
1245,41246,0,0,0x0000
1246,41247,0,0,0x0000
1247,41248,0,0,0x0000
1248,41249,0,0,0x0000
1249,41250,0,0,0x0000
1250,41251,0,0,0x0000
1251,41252,0,0,0x0000
1252,41253,0,0,0x0000
1253,41254,0,0,0x0000
1254,41255,0,0,0x0000
1255,41256,0,0,0x0000
1256,41257,0,0,0x0000
1257,41258,0,0,0x0000
1258,41259,0,0,0x0000
1259,41260,0,0,0x0000
1260,41261,0,0,0x0000
1261,41262,0,0,0x0000
1262,41263,0,0,0x0000
1263,41264,0,0,0x0000
1264,41265,0,0,0x0000
1265,41266,0,0,0x0000
1266,41267,0,0,0x0000
1267,41268,0,0,0x0000
1268,41269,0,0,0x0000
1269,41270,0,0,0x0000
1270,41271,0,0,0x0000
1271,41272,0,0,0x0000
1272,41273,0,0,0x0000
1273,41274,0,0,0x0000
1274,41275,0,0,0x0000
1275,41276,0,0,0x0000
1276,41277,0,0,0x0000
1277,41278,0,0,0x0000
1278,41279,0,0,0x0000
1279,41280,0,0,0x0000
1280,41281,0,0,0x0000
1281,41282,0,0,0x0000
1282,41283,0,0,0x0000
1283,41284,0,0,0x0000
1284,41285,0,0,0x0000
1285,41286,0,0,0x0000
1286,41287,0,0,0x0000
1287,41288,0,0,0x0000
1288,41289,0,0,0x0000
1289,41290,0,0,0x0000
1290,41291,0,0,0x0000
1291,41292,0,0,0x0000
1292,41293,0,0,0x0000
1293,41294,0,0,0x0000
1294,41295,0,0,0x0000
1295,41296,0,0,0x0000
1296,41297,0,0,0x0000
1297,41298,0,0,0x0000
1298,41299,0,0,0x0000
1299,41300,0,0,0x0000
1300,41301,4105,4105,0x1009
1301,41302,0,0,0x0000
1302,41303,35756,-29780,0x8BAC
1303,41304,17500,17500,0x445C
1304,41305,0,0,0x0000
1305,41306,17455,17455,0x442F
1306,41307,0,0,0x0000
1307,41308,0,0,0x0000
1308,41309,32768,-32768,0x8000
1309,41310,17492,17492,0x4454
1310,41311,0,0,0x0000
1311,41312,17402,17402,0x43FA
1312,41313,0,0,0x0000
1313,41314,0,0,0x0000
1314,41315,0,0,0x0000
1315,41316,0,0,0x0000
1316,41317,0,0,0x0000
1317,41318,0,0,0x0000
1318,41319,0,0,0x0000
1319,41320,0,0,0x0000
1320,41321,0,0,0x0000
1321,41322,0,0,0x0000
1322,41323,0,0,0x0000
1323,41324,0,0,0x0000
1324,41325,0,0,0x0000
1325,41326,0,0,0x0000
1326,41327,0,0,0x0000
1327,41328,0,0,0x0000
1328,41329,0,0,0x0000
1329,41330,0,0,0x0000
1330,41331,0,0,0x0000
1331,41332,0,0,0x0000
1332,41333,0,0,0x0000
1333,41334,0,0,0x0000
1334,41335,0,0,0x0000
1335,41336,0,0,0x0000
1336,41337,0,0,0x0000
1337,41338,0,0,0x0000
1338,41339,0,0,0x0000
1339,41340,0,0,0x0000
1340,41341,0,0,0x0000
1341,41342,0,0,0x0000
1342,41343,0,0,0x0000
1343,41344,0,0,0x0000
1344,41345,0,0,0x0000
1345,41346,0,0,0x0000
1346,41347,0,0,0x0000
1347,41348,0,0,0x0000
1348,41349,0,0,0x0000
1349,41350,0,0,0x0000
1350,41351,0,0,0x0000
1351,41352,0,0,0x0000
1352,41353,0,0,0x0000
1353,41354,0,0,0x0000
1354,41355,0,0,0x0000
1355,41356,0,0,0x0000
1356,41357,0,0,0x0000
1357,41358,0,0,0x0000
1358,41359,0,0,0x0000
1359,41360,0,0,0x0000
1360,41361,0,0,0x0000
1361,41362,0,0,0x0000
1362,41363,0,0,0x0000
1363,41364,0,0,0x0000
1364,41365,0,0,0x0000
1365,41366,0,0,0x0000
1366,41367,0,0,0x0000
1367,41368,0,0,0x0000
1368,41369,0,0,0x0000
1369,41370,0,0,0x0000
1370,41371,0,0,0x0000
1371,41372,0,0,0x0000
1372,41373,0,0,0x0000
1373,41374,0,0,0x0000
1374,41375,0,0,0x0000
1375,41376,0,0,0x0000
1376,41377,0,0,0x0000
1377,41378,0,0,0x0000
1378,41379,0,0,0x0000
1379,41380,0,0,0x0000
1380,41381,0,0,0x0000
1381,41382,0,0,0x0000
1382,41383,0,0,0x0000
1383,41384,0,0,0x0000
1384,41385,0,0,0x0000
1385,41386,0,0,0x0000
1386,41387,0,0,0x0000
1387,41388,0,0,0x0000
1388,41389,0,0,0x0000
1389,41390,0,0,0x0000
1390,41391,0,0,0x0000
1391,41392,0,0,0x0000
1392,41393,0,0,0x0000
1393,41394,0,0,0x0000
1394,41395,0,0,0x0000
1395,41396,0,0,0x0000
1396,41397,0,0,0x0000
1397,41398,0,0,0x0000
1398,41399,0,0,0x0000
1399,41400,0,0,0x0000
1400,41401,35920,-29616,0x8C50
1401,41402,16613,16613,0x40E5
1402,41403,35871,-29665,0x8C1F
1403,41404,17500,17500,0x445C
1404,41405,65535,-1,0xFFFF
1405,41406,32767,32767,0x7FFF
1406,41407,0,0,0x0000
1407,41408,0,0,0x0000
1408,41409,0,0,0x0000
1409,41410,0,0,0x0000
1410,41411,0,0,0x0000
1411,41412,0,0,0x0000
1412,41413,0,0,0x0000
1413,41414,0,0,0x0000
1414,41415,0,0,0x0000
1415,41416,0,0,0x0000
1416,41417,0,0,0x0000
1417,41418,0,0,0x0000
1418,41419,0,0,0x0000
1419,41420,0,0,0x0000
1420,41421,0,0,0x0000
1421,41422,0,0,0x0000
1422,41423,0,0,0x0000
1423,41424,0,0,0x0000
1424,41425,0,0,0x0000
1425,41426,0,0,0x0000
1426,41427,0,0,0x0000
1427,41428,0,0,0x0000
1428,41429,0,0,0x0000
1429,41430,0,0,0x0000
1430,41431,0,0,0x0000
1431,41432,0,0,0x0000
1432,41433,0,0,0x0000
1433,41434,0,0,0x0000
1434,41435,0,0,0x0000
1435,41436,0,0,0x0000
1436,41437,0,0,0x0000
1437,41438,0,0,0x0000
1438,41439,0,0,0x0000
1439,41440,0,0,0x0000
1440,41441,0,0,0x0000
1441,41442,0,0,0x0000
1442,41443,0,0,0x0000
1443,41444,0,0,0x0000
1444,41445,0,0,0x0000
1445,41446,0,0,0x0000
1446,41447,0,0,0x0000
1447,41448,0,0,0x0000
1448,41449,0,0,0x0000
1449,41450,0,0,0x0000
1450,41451,0,0,0x0000
1451,41452,0,0,0x0000
1452,41453,0,0,0x0000
1453,41454,0,0,0x0000
1454,41455,0,0,0x0000
1455,41456,0,0,0x0000
1456,41457,0,0,0x0000
1457,41458,0,0,0x0000
1458,41459,0,0,0x0000
1459,41460,0,0,0x0000
1460,41461,0,0,0x0000
1461,41462,0,0,0x0000
1462,41463,0,0,0x0000
1463,41464,0,0,0x0000
1464,41465,0,0,0x0000
1465,41466,0,0,0x0000
1466,41467,0,0,0x0000
1467,41468,0,0,0x0000
1468,41469,0,0,0x0000
1469,41470,0,0,0x0000
1470,41471,0,0,0x0000
1471,41472,0,0,0x0000
1472,41473,0,0,0x0000
1473,41474,0,0,0x0000
1474,41475,0,0,0x0000
1475,41476,0,0,0x0000
1476,41477,0,0,0x0000
1477,41478,0,0,0x0000
1478,41479,0,0,0x0000
1479,41480,0,0,0x0000
1480,41481,0,0,0x0000
1481,41482,0,0,0x0000
1482,41483,0,0,0x0000
1483,41484,0,0,0x0000
1484,41485,0,0,0x0000
1485,41486,0,0,0x0000
1486,41487,0,0,0x0000
1487,41488,0,0,0x0000
1488,41489,0,0,0x0000
1489,41490,0,0,0x0000
1490,41491,0,0,0x0000
1491,41492,0,0,0x0000
1492,41493,0,0,0x0000
1493,41494,0,0,0x0000
1494,41495,0,0,0x0000
1495,41496,0,0,0x0000
1496,41497,0,0,0x0000
1497,41498,0,0,0x0000
1498,41499,0,0,0x0000
1499,41500,0,0,0x0000
1500,41501,0,0,0x0000
1501,41502,0,0,0x0000
1502,41503,0,0,0x0000
1503,41504,0,0,0x0000
1504,41505,0,0,0x0000
1505,41506,0,0,0x0000
1506,41507,0,0,0x0000
1507,41508,0,0,0x0000
1508,41509,0,0,0x0000
1509,41510,0,0,0x0000
1510,41511,0,0,0x0000
1511,41512,0,0,0x0000
1512,41513,0,0,0x0000
1513,41514,0,0,0x0000
1514,41515,0,0,0x0000
1515,41516,0,0,0x0000
1516,41517,0,0,0x0000
1517,41518,0,0,0x0000
1518,41519,0,0,0x0000
1519,41520,0,0,0x0000
1520,41521,0,0,0x0000
1521,41522,0,0,0x0000
1522,41523,0,0,0x0000
1523,41524,0,0,0x0000
1524,41525,0,0,0x0000
1525,41526,0,0,0x0000
1526,41527,0,0,0x0000
1527,41528,0,0,0x0000
1528,41529,0,0,0x0000
1529,41530,0,0,0x0000
1530,41531,0,0,0x0000
1531,41532,0,0,0x0000
1532,41533,0,0,0x0000
1533,41534,0,0,0x0000
1534,41535,0,0,0x0000
1535,41536,0,0,0x0000
1536,41537,0,0,0x0000
1537,41538,0,0,0x0000
1538,41539,0,0,0x0000
1539,41540,0,0,0x0000
1540,41541,0,0,0x0000
1541,41542,0,0,0x0000
1542,41543,0,0,0x0000
1543,41544,0,0,0x0000
1544,41545,0,0,0x0000
1545,41546,0,0,0x0000
1546,41547,0,0,0x0000
1547,41548,0,0,0x0000
1548,41549,0,0,0x0000
1549,41550,0,0,0x0000
1550,41551,0,0,0x0000
1551,41552,0,0,0x0000
1552,41553,0,0,0x0000
1553,41554,0,0,0x0000
1554,41555,0,0,0x0000
1555,41556,0,0,0x0000
1556,41557,0,0,0x0000
1557,41558,0,0,0x0000
1558,41559,0,0,0x0000
1559,41560,0,0,0x0000
1560,41561,0,0,0x0000
1561,41562,0,0,0x0000
1562,41563,0,0,0x0000
1563,41564,0,0,0x0000
1564,41565,0,0,0x0000
1565,41566,0,0,0x0000
1566,41567,0,0,0x0000
1567,41568,0,0,0x0000
1568,41569,0,0,0x0000
1569,41570,0,0,0x0000
1570,41571,0,0,0x0000
1571,41572,0,0,0x0000
1572,41573,0,0,0x0000
1573,41574,0,0,0x0000
1574,41575,0,0,0x0000
1575,41576,0,0,0x0000
1576,41577,0,0,0x0000
1577,41578,0,0,0x0000
1578,41579,0,0,0x0000
1579,41580,0,0,0x0000
1580,41581,0,0,0x0000
1581,41582,0,0,0x0000
1582,41583,0,0,0x0000
1583,41584,0,0,0x0000
1584,41585,0,0,0x0000
1585,41586,0,0,0x0000
1586,41587,0,0,0x0000
1587,41588,0,0,0x0000
1588,41589,0,0,0x0000
1589,41590,0,0,0x0000
1590,41591,0,0,0x0000
1591,41592,0,0,0x0000
1592,41593,0,0,0x0000
1593,41594,0,0,0x0000
1594,41595,0,0,0x0000
1595,41596,0,0,0x0000
1596,41597,0,0,0x0000
1597,41598,0,0,0x0000
1598,41599,0,0,0x0000
1599,41600,0,0,0x0000
1600,41601,0,0,0x0000
1601,41602,0,0,0x0000
1602,41603,0,0,0x0000
1603,41604,0,0,0x0000
1604,41605,0,0,0x0000
1605,41606,0,0,0x0000
1606,41607,0,0,0x0000
1607,41608,0,0,0x0000
1608,41609,0,0,0x0000
1609,41610,0,0,0x0000
1610,41611,0,0,0x0000
1611,41612,0,0,0x0000
1612,41613,0,0,0x0000
1613,41614,0,0,0x0000
1614,41615,0,0,0x0000
1615,41616,0,0,0x0000
1616,41617,0,0,0x0000
1617,41618,0,0,0x0000
1618,41619,0,0,0x0000
1619,41620,0,0,0x0000
1620,41621,0,0,0x0000
1621,41622,0,0,0x0000
1622,41623,0,0,0x0000
1623,41624,0,0,0x0000
1624,41625,0,0,0x0000
1625,41626,0,0,0x0000
1626,41627,0,0,0x0000
1627,41628,0,0,0x0000
1628,41629,0,0,0x0000
1629,41630,0,0,0x0000
1630,41631,0,0,0x0000
1631,41632,0,0,0x0000
1632,41633,0,0,0x0000
1633,41634,0,0,0x0000
1634,41635,0,0,0x0000
1635,41636,0,0,0x0000
1636,41637,0,0,0x0000
1637,41638,0,0,0x0000
1638,41639,0,0,0x0000
1639,41640,0,0,0x0000
1640,41641,0,0,0x0000
1641,41642,0,0,0x0000
1642,41643,0,0,0x0000
1643,41644,0,0,0x0000
1644,41645,0,0,0x0000
1645,41646,0,0,0x0000
1646,41647,0,0,0x0000
1647,41648,0,0,0x0000
1648,41649,0,0,0x0000
1649,41650,0,0,0x0000
1650,41651,0,0,0x0000
1651,41652,0,0,0x0000
1652,41653,0,0,0x0000
1653,41654,0,0,0x0000
1654,41655,0,0,0x0000
1655,41656,0,0,0x0000
1656,41657,0,0,0x0000
1657,41658,0,0,0x0000
1658,41659,0,0,0x0000
1659,41660,0,0,0x0000
1660,41661,0,0,0x0000
1661,41662,0,0,0x0000
1662,41663,0,0,0x0000
1663,41664,0,0,0x0000
1664,41665,0,0,0x0000
1665,41666,0,0,0x0000
1666,41667,0,0,0x0000
1667,41668,0,0,0x0000
1668,41669,0,0,0x0000
1669,41670,0,0,0x0000
1670,41671,0,0,0x0000
1671,41672,0,0,0x0000
1672,41673,0,0,0x0000
1673,41674,0,0,0x0000
1674,41675,0,0,0x0000
1675,41676,0,0,0x0000
1676,41677,0,0,0x0000
1677,41678,0,0,0x0000
1678,41679,0,0,0x0000
1679,41680,0,0,0x0000
1680,41681,0,0,0x0000
1681,41682,0,0,0x0000
1682,41683,0,0,0x0000
1683,41684,0,0,0x0000
1684,41685,0,0,0x0000
1685,41686,0,0,0x0000
1686,41687,0,0,0x0000
1687,41688,0,0,0x0000
1688,41689,0,0,0x0000
1689,41690,0,0,0x0000
1690,41691,0,0,0x0000
1691,41692,0,0,0x0000
1692,41693,0,0,0x0000
1693,41694,0,0,0x0000
1694,41695,0,0,0x0000
1695,41696,0,0,0x0000
1696,41697,0,0,0x0000
1697,41698,0,0,0x0000
1698,41699,0,0,0x0000
1699,41700,0,0,0x0000
1700,41701,0,0,0x0000
1701,41702,0,0,0x0000
1702,41703,0,0,0x0000
1703,41704,0,0,0x0000
1704,41705,0,0,0x0000
1705,41706,0,0,0x0000
1706,41707,0,0,0x0000
1707,41708,0,0,0x0000
1708,41709,0,0,0x0000
1709,41710,0,0,0x0000
1710,41711,0,0,0x0000
1711,41712,0,0,0x0000
1712,41713,0,0,0x0000
1713,41714,0,0,0x0000
1714,41715,0,0,0x0000
1715,41716,0,0,0x0000
1716,41717,0,0,0x0000
1717,41718,0,0,0x0000
1718,41719,0,0,0x0000
1719,41720,0,0,0x0000
1720,41721,0,0,0x0000
1721,41722,0,0,0x0000
1722,41723,0,0,0x0000
1723,41724,0,0,0x0000
1724,41725,0,0,0x0000
1725,41726,0,0,0x0000
1726,41727,0,0,0x0000
1727,41728,0,0,0x0000
1728,41729,0,0,0x0000
1729,41730,0,0,0x0000
1730,41731,0,0,0x0000
1731,41732,0,0,0x0000
1732,41733,0,0,0x0000
1733,41734,0,0,0x0000
1734,41735,0,0,0x0000
1735,41736,0,0,0x0000
1736,41737,0,0,0x0000
1737,41738,0,0,0x0000
1738,41739,0,0,0x0000
1739,41740,0,0,0x0000
1740,41741,0,0,0x0000
1741,41742,0,0,0x0000
1742,41743,0,0,0x0000
1743,41744,0,0,0x0000
1744,41745,0,0,0x0000
1745,41746,0,0,0x0000
1746,41747,0,0,0x0000
1747,41748,0,0,0x0000
1748,41749,0,0,0x0000
1749,41750,0,0,0x0000
1750,41751,0,0,0x0000
1751,41752,0,0,0x0000
1752,41753,0,0,0x0000
1753,41754,0,0,0x0000
1754,41755,0,0,0x0000
1755,41756,0,0,0x0000
1756,41757,0,0,0x0000
1757,41758,0,0,0x0000
1758,41759,0,0,0x0000
1759,41760,0,0,0x0000
1760,41761,0,0,0x0000
1761,41762,0,0,0x0000
1762,41763,0,0,0x0000
1763,41764,0,0,0x0000
1764,41765,0,0,0x0000
1765,41766,0,0,0x0000
1766,41767,0,0,0x0000
1767,41768,0,0,0x0000
1768,41769,0,0,0x0000
1769,41770,0,0,0x0000
1770,41771,0,0,0x0000
1771,41772,0,0,0x0000
1772,41773,0,0,0x0000
1773,41774,0,0,0x0000
1774,41775,0,0,0x0000
1775,41776,0,0,0x0000
1776,41777,0,0,0x0000
1777,41778,0,0,0x0000
1778,41779,0,0,0x0000
1779,41780,0,0,0x0000
1780,41781,0,0,0x0000
1781,41782,0,0,0x0000
1782,41783,0,0,0x0000
1783,41784,0,0,0x0000
1784,41785,0,0,0x0000
1785,41786,0,0,0x0000
1786,41787,0,0,0x0000
1787,41788,0,0,0x0000
1788,41789,0,0,0x0000
1789,41790,0,0,0x0000
1790,41791,0,0,0x0000
1791,41792,0,0,0x0000
1792,41793,0,0,0x0000
1793,41794,0,0,0x0000
1794,41795,0,0,0x0000
1795,41796,0,0,0x0000
1796,41797,0,0,0x0000
1797,41798,0,0,0x0000
1798,41799,0,0,0x0000
1799,41800,0,0,0x0000
1800,41801,0,0,0x0000
1801,41802,0,0,0x0000
1802,41803,0,0,0x0000
1803,41804,0,0,0x0000
1804,41805,0,0,0x0000
1805,41806,0,0,0x0000
1806,41807,0,0,0x0000
1807,41808,0,0,0x0000
1808,41809,0,0,0x0000
1809,41810,0,0,0x0000
1810,41811,0,0,0x0000
1811,41812,0,0,0x0000
1812,41813,0,0,0x0000
1813,41814,0,0,0x0000
1814,41815,0,0,0x0000
1815,41816,0,0,0x0000
1816,41817,0,0,0x0000
1817,41818,0,0,0x0000
1818,41819,0,0,0x0000
1819,41820,0,0,0x0000
1820,41821,0,0,0x0000
1821,41822,0,0,0x0000
1822,41823,0,0,0x0000
1823,41824,0,0,0x0000
1824,41825,0,0,0x0000
1825,41826,0,0,0x0000
1826,41827,0,0,0x0000
1827,41828,0,0,0x0000
1828,41829,0,0,0x0000
1829,41830,0,0,0x0000
1830,41831,0,0,0x0000
1831,41832,0,0,0x0000
1832,41833,0,0,0x0000
1833,41834,0,0,0x0000
1834,41835,0,0,0x0000
1835,41836,0,0,0x0000
1836,41837,0,0,0x0000
1837,41838,0,0,0x0000
1838,41839,0,0,0x0000
1839,41840,0,0,0x0000
1840,41841,0,0,0x0000
1841,41842,0,0,0x0000
1842,41843,0,0,0x0000
1843,41844,0,0,0x0000
1844,41845,0,0,0x0000
1845,41846,0,0,0x0000
1846,41847,0,0,0x0000
1847,41848,0,0,0x0000
1848,41849,0,0,0x0000
1849,41850,0,0,0x0000
1850,41851,0,0,0x0000
1851,41852,0,0,0x0000
1852,41853,0,0,0x0000
1853,41854,0,0,0x0000
1854,41855,0,0,0x0000
1855,41856,0,0,0x0000
1856,41857,0,0,0x0000
1857,41858,0,0,0x0000
1858,41859,0,0,0x0000
1859,41860,0,0,0x0000
1860,41861,0,0,0x0000
1861,41862,0,0,0x0000
1862,41863,0,0,0x0000
1863,41864,0,0,0x0000
1864,41865,0,0,0x0000
1865,41866,0,0,0x0000
1866,41867,0,0,0x0000
1867,41868,0,0,0x0000
1868,41869,0,0,0x0000
1869,41870,0,0,0x0000
1870,41871,0,0,0x0000
1871,41872,0,0,0x0000
1872,41873,0,0,0x0000
1873,41874,0,0,0x0000
1874,41875,0,0,0x0000
1875,41876,0,0,0x0000
1876,41877,0,0,0x0000
1877,41878,0,0,0x0000
